Consumer ID,Segment,Annual BNPL Transactions,Total Borrowed CAD,Total Paid CAD,Total Late Fees CAD,Missed Payment Count,Peak Simultaneous Plans,Est Monthly BNPL Commitment CAD,Awareness of Total Commitment %,Preferred Platform,Top Category
BNPL5496,Regular User,5,550.54,550.54,0.0,0,3,165.18,60.0,Paidy,Home and Furniture
BNPL5497,Regular User,5,325.15,325.15,0.0,0,2,65.04,57.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5498,Regular User,9,1592.53,1592.53,0.0,0,2,176.96,76.0,Sezzle,Home and Furniture
BNPL5499,High Exposure User,12,1281.97,1305.97,24.0,3,5,267.1,41.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5500,Occasional User,2,268.09,268.09,0.0,0,1,67.02,78.0,Sezzle,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5501,Regular User,6,883.24,891.24,8.0,1,2,147.2,70.0,Sezzle,Footwear
BNPL5502,Occasional User,2,360.31,360.31,0.0,0,1,90.08,96.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5503,Regular User,5,388.28,388.28,0.0,0,2,77.64,63.0,Sezzle,Sporting Goods
BNPL5504,Regular User,6,1111.45,1111.45,0.0,0,2,185.24,70.0,Afterpay,Electronics and Tech
BNPL5505,High Exposure User,13,1450.08,1466.08,16.0,2,5,278.9,25.0,Sezzle,Beauty and Skincare
BNPL5506,High Exposure User,18,2141.22,2173.22,32.0,4,5,297.4,49.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5507,High Exposure User,11,1465.9,1497.9,32.0,4,5,333.2,56.0,Klarna,Footwear
BNPL5508,High Exposure User,13,2001.6,2033.6,32.0,4,6,461.88,44.0,Afterpay,Electronics and Tech
BNPL5509,Occasional User,1,120.47,120.47,0.0,0,1,60.24,95.0,Paidy,Footwear
BNPL5510,Occasional User,1,171.16,171.16,0.0,0,1,85.58,65.0,Klarna,Sporting Goods
BNPL5511,High Exposure User,15,2628.53,2684.53,56.0,7,6,525.72,58.0,Sezzle,Electronics and Tech
BNPL5512,Regular User,7,1246.5,1246.5,0.0,0,3,267.12,74.0,Klarna,Sporting Goods
BNPL5513,Regular User,7,1011.7,1011.7,0.0,0,3,216.78,66.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5514,High Exposure User,14,2449.4,2505.4,56.0,7,5,437.4,29.0,Sezzle,Footwear
BNPL5515,High Exposure User,15,2201.37,2225.37,24.0,3,5,366.9,37.0,Afterpay,Footwear
BNPL5516,Occasional User,1,53.03,53.03,0.0,0,1,26.52,83.0,Klarna,Electronics and Tech
BNPL5517,Occasional User,3,213.81,213.81,0.0,0,1,35.64,99.0,Klarna,Beauty and Skincare
BNPL5518,Occasional User,1,54.57,54.57,0.0,0,1,27.28,85.0,Afterpay,Electronics and Tech
BNPL5519,Occasional User,2,405.04,405.04,0.0,0,1,101.26,88.0,Sezzle,Beauty and Skincare
BNPL5520,Regular User,6,1840.18,1856.18,16.0,2,2,306.68,83.0,Paidy,Home and Furniture
BNPL5521,Occasional User,1,426.46,426.46,0.0,0,1,213.22,90.0,Sezzle,Electronics and Tech
BNPL5522,High Exposure User,10,1159.13,1215.13,56.0,7,5,289.8,35.0,Afterpay,Sporting Goods
BNPL5523,Regular User,3,196.32,196.32,0.0,0,3,98.16,65.0,Sezzle,Footwear
BNPL5524,Occasional User,1,44.99,44.99,0.0,0,1,22.5,87.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5525,High Exposure User,14,2074.26,2138.26,64.0,8,6,444.48,40.0,PayBright,Sporting Goods
BNPL5526,Regular User,6,878.19,894.19,16.0,2,2,146.36,71.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5527,Occasional User,2,392.66,392.66,0.0,0,1,98.16,81.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5528,High Exposure User,5,781.5,797.5,16.0,2,5,390.8,24.0,Klarna,Beauty and Skincare
BNPL5529,Regular User,7,1319.28,1319.28,0.0,0,3,282.72,64.0,Sezzle,Beauty and Skincare
BNPL5530,Occasional User,2,141.55,141.55,0.0,0,1,35.38,86.0,PayBright,Footwear
BNPL5531,High Exposure User,17,2760.81,2768.81,8.0,1,5,406.0,28.0,Afterpay,Home and Furniture
BNPL5532,Regular User,6,681.06,681.06,0.0,0,2,113.52,44.0,Afterpay,Sporting Goods
BNPL5533,Occasional User,2,172.82,172.82,0.0,0,1,43.2,77.0,Afterpay,Footwear
BNPL5534,Occasional User,1,266.9,266.9,0.0,0,1,133.44,70.0,Afterpay,Electronics and Tech
BNPL5535,High Exposure User,5,693.78,701.78,8.0,1,5,346.9,13.0,Klarna,Beauty and Skincare
BNPL5536,High Exposure User,18,1908.29,1948.29,40.0,5,6,318.0,33.0,Klarna,Electronics and Tech
BNPL5537,Regular User,9,1056.03,1056.03,0.0,0,2,117.32,47.0,Sezzle,Beauty and Skincare
BNPL5538,High Exposure User,16,2733.64,2781.64,48.0,6,5,427.1,62.0,Sezzle,Home and Furniture
BNPL5539,Regular User,7,1023.12,1039.12,16.0,2,1,73.08,61.0,Paidy,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5540,Regular User,7,942.71,942.71,0.0,0,3,202.02,82.0,Afterpay,Sporting Goods
BNPL5541,Regular User,8,975.75,983.75,8.0,1,2,121.96,62.0,Sezzle,Electronics and Tech
BNPL5542,Occasional User,2,100.5,100.5,0.0,0,1,25.12,98.0,Sezzle,Footwear
BNPL5543,Occasional User,2,399.96,399.96,0.0,0,1,99.98,80.0,Afterpay,Sporting Goods
BNPL5544,Occasional User,2,323.67,323.67,0.0,0,1,80.92,78.0,Klarna,Electronics and Tech
BNPL5545,High Exposure User,19,2925.92,2997.92,72.0,9,5,385.0,21.0,Afterpay,Footwear
BNPL5546,Occasional User,3,353.3,353.3,0.0,0,1,58.88,69.0,Afterpay,Footwear
BNPL5547,Regular User,6,1140.52,1140.52,0.0,0,2,190.08,63.0,Afterpay,Home and Furniture
BNPL5548,Regular User,7,1156.03,1164.03,8.0,1,2,165.16,87.0,Paidy,Sporting Goods
BNPL5549,High Exposure User,19,1625.67,1681.67,56.0,7,5,213.9,17.0,Paidy,Beauty and Skincare
BNPL5550,Occasional User,2,365.48,365.48,0.0,0,1,91.38,99.0,Sezzle,Sporting Goods
BNPL5551,Occasional User,1,163.33,163.33,0.0,0,1,81.66,88.0,Sezzle,Home and Furniture
BNPL5552,High Exposure User,8,1461.05,1493.05,32.0,4,5,456.6,36.0,Klarna,Sporting Goods
BNPL5553,Regular User,5,925.47,925.47,0.0,0,3,277.62,67.0,Afterpay,Footwear
BNPL5554,Regular User,7,1207.56,1215.56,8.0,1,2,172.52,35.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5555,Regular User,11,1123.74,1139.74,16.0,2,2,102.16,55.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5556,High Exposure User,16,2186.4,2250.4,64.0,8,6,409.92,38.0,Klarna,Footwear
BNPL5557,Regular User,2,389.76,389.76,0.0,0,1,97.44,68.0,Afterpay,Sporting Goods
BNPL5558,Occasional User,2,203.97,203.97,0.0,0,1,51.0,96.0,Afterpay,Electronics and Tech
BNPL5559,High Exposure User,12,1922.07,1938.07,16.0,2,6,480.48,29.0,Klarna,Sporting Goods
BNPL5560,Regular User,6,629.35,645.35,16.0,2,3,157.32,62.0,Sezzle,Electronics and Tech
BNPL5561,High Exposure User,11,1974.57,1990.57,16.0,2,6,538.56,24.0,Sezzle,Home and Furniture
BNPL5562,Occasional User,2,215.05,215.05,0.0,0,1,53.76,89.0,Klarna,Home and Furniture
BNPL5563,Occasional User,2,305.08,305.08,0.0,0,1,76.26,94.0,Sezzle,Beauty and Skincare
BNPL5564,High Exposure User,11,1596.13,1628.13,32.0,4,5,362.8,16.0,Afterpay,Beauty and Skincare
BNPL5565,Regular User,7,1375.11,1391.11,16.0,2,2,196.44,57.0,Afterpay,Footwear
BNPL5566,Occasional User,2,146.39,146.39,0.0,0,1,36.6,86.0,Afterpay,Electronics and Tech
BNPL5567,High Exposure User,14,2063.07,2135.07,72.0,9,6,442.08,37.0,Klarna,Electronics and Tech
BNPL5568,High Exposure User,8,707.4,739.4,32.0,4,5,221.1,57.0,Afterpay,Footwear
BNPL5569,Occasional User,1,62.33,62.33,0.0,0,1,31.16,77.0,Sezzle,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5570,Occasional User,4,487.27,495.27,8.0,1,1,60.9,75.0,Afterpay,Beauty and Skincare
BNPL5571,Regular User,8,1269.83,1269.83,0.0,0,3,238.08,73.0,Klarna,Sporting Goods
BNPL5572,Occasional User,2,552.28,552.28,0.0,0,1,138.06,88.0,Klarna,Home and Furniture
BNPL5573,Occasional User,1,51.0,51.0,0.0,0,1,25.5,71.0,Klarna,Footwear
BNPL5574,Occasional User,2,418.88,418.88,0.0,0,1,104.72,91.0,Klarna,Electronics and Tech
BNPL5575,Regular User,6,383.71,415.71,32.0,4,2,63.96,44.0,Sezzle,Beauty and Skincare
BNPL5576,High Exposure User,15,1899.82,1995.82,96.0,12,5,316.6,32.0,Klarna,Beauty and Skincare
BNPL5577,High Exposure User,11,1186.87,1218.87,32.0,4,6,323.64,24.0,Afterpay,Footwear
BNPL5578,Regular User,7,1258.5,1258.5,0.0,0,2,179.8,52.0,Paidy,Electronics and Tech
BNPL5579,High Exposure User,23,2438.11,2526.11,88.0,11,5,265.0,21.0,Afterpay,Footwear
BNPL5580,High Exposure User,16,2475.14,2531.14,56.0,7,6,464.04,40.0,Afterpay,Sporting Goods
BNPL5581,Regular User,5,1045.74,1053.74,8.0,1,2,209.16,58.0,Sezzle,Home and Furniture
BNPL5582,Occasional User,1,67.03,83.03,16.0,2,1,33.52,74.0,Paidy,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5583,Occasional User,1,99.89,99.89,0.0,0,1,49.94,80.0,Paidy,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5584,High Exposure User,9,939.26,979.26,40.0,5,6,313.08,17.0,Klarna,Beauty and Skincare
BNPL5585,Regular User,10,1542.21,1542.21,0.0,0,3,231.36,64.0,Afterpay,Beauty and Skincare
BNPL5586,Regular User,6,675.44,691.44,16.0,2,3,168.84,65.0,PayBright,Sporting Goods
BNPL5587,Occasional User,2,442.61,442.61,0.0,0,1,110.66,100.0,Klarna,Beauty and Skincare
BNPL5588,High Exposure User,12,1755.06,1787.06,32.0,4,6,438.72,20.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5589,Regular User,4,583.31,583.31,0.0,0,3,218.76,87.0,Afterpay,Footwear
BNPL5590,Regular User,12,1222.11,1230.11,8.0,1,3,152.76,84.0,Sezzle,Beauty and Skincare
BNPL5591,Occasional User,2,462.42,462.42,0.0,0,1,115.6,74.0,Afterpay,Beauty and Skincare
BNPL5592,Regular User,1,155.57,155.57,0.0,0,1,77.78,56.0,Afterpay,Home and Furniture
BNPL5593,Occasional User,1,379.84,379.84,0.0,0,1,189.92,66.0,Sezzle,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5594,Occasional User,1,84.76,84.76,0.0,0,2,84.76,82.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5595,Occasional User,1,197.6,197.6,0.0,0,1,98.8,100.0,Afterpay,Footwear
BNPL5596,Occasional User,1,42.15,42.15,0.0,0,1,21.08,88.0,Klarna,Beauty and Skincare
BNPL5597,Occasional User,2,331.49,331.49,0.0,0,1,82.88,96.0,Klarna,Beauty and Skincare
BNPL5598,Regular User,4,734.16,750.16,16.0,2,2,183.52,67.0,Klarna,Home and Furniture
BNPL5599,Occasional User,3,602.57,602.57,0.0,0,1,100.42,87.0,Klarna,Beauty and Skincare
BNPL5600,Regular User,5,644.46,660.46,16.0,2,2,128.88,51.0,Sezzle,Electronics and Tech
BNPL5601,Regular User,8,1125.1,1125.1,0.0,0,2,140.64,50.0,Klarna,Home and Furniture
BNPL5602,High Exposure User,15,1530.55,1586.55,56.0,7,5,255.1,16.0,Sezzle,Beauty and Skincare
BNPL5603,Occasional User,1,105.96,105.96,0.0,0,1,52.98,87.0,Afterpay,Home and Furniture
BNPL5604,Regular User,7,942.51,942.51,0.0,0,2,134.64,74.0,PayBright,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5605,Occasional User,2,190.72,190.72,0.0,0,1,47.68,78.0,Afterpay,Electronics and Tech
BNPL5606,High Exposure User,16,1582.04,1694.04,112.0,14,5,247.2,35.0,Klarna,Electronics and Tech
BNPL5607,High Exposure User,15,2135.83,2159.83,24.0,3,5,356.0,24.0,Sezzle,Home and Furniture
BNPL5608,Occasional User,3,448.49,456.49,8.0,1,1,74.74,99.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5609,Occasional User,1,58.6,58.6,0.0,0,1,29.3,80.0,PayBright,Home and Furniture
BNPL5610,Occasional User,2,253.93,253.93,0.0,0,1,63.48,83.0,Afterpay,Footwear
BNPL5611,Regular User,9,1394.28,1402.28,8.0,1,3,232.38,71.0,Afterpay,Electronics and Tech
BNPL5612,Regular User,4,237.85,237.85,0.0,0,3,89.22,60.0,PayBright,Electronics and Tech
BNPL5613,Occasional User,1,121.33,121.33,0.0,0,1,60.66,98.0,Afterpay,Electronics and Tech
BNPL5614,Regular User,7,744.58,768.58,24.0,3,4,212.72,65.0,Sezzle,Electronics and Tech
BNPL5615,Regular User,8,1485.91,1517.91,32.0,4,3,278.58,74.0,Afterpay,Beauty and Skincare
BNPL5616,High Exposure User,7,1138.62,1138.62,0.0,0,5,406.7,49.0,Sezzle,Beauty and Skincare
BNPL5617,Regular User,4,1013.11,1021.11,8.0,1,1,126.64,73.0,PayBright,Sporting Goods
BNPL5618,Regular User,8,1045.12,1069.12,24.0,3,2,130.64,67.0,Klarna,Home and Furniture
BNPL5619,Regular User,6,970.12,978.12,8.0,1,2,161.68,60.0,Afterpay,Electronics and Tech
BNPL5620,Regular User,8,1184.35,1184.35,0.0,0,3,222.06,85.0,PayBright,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5621,Occasional User,1,423.23,423.23,0.0,0,1,211.62,100.0,Klarna,Sporting Goods
BNPL5622,High Exposure User,7,892.52,924.52,32.0,4,6,382.56,35.0,Afterpay,Footwear
BNPL5623,Regular User,4,971.56,987.56,16.0,2,3,364.32,87.0,Sezzle,Beauty and Skincare
BNPL5624,Regular User,8,1428.83,1452.83,24.0,3,3,267.9,49.0,Klarna,Electronics and Tech
BNPL5625,Regular User,7,1483.22,1491.22,8.0,1,3,317.82,73.0,Sezzle,Footwear
BNPL5626,High Exposure User,14,2032.91,2080.91,48.0,6,6,435.6,45.0,Klarna,Electronics and Tech
BNPL5627,High Exposure User,7,1184.46,1192.46,8.0,1,5,423.0,31.0,Afterpay,Electronics and Tech
BNPL5628,Occasional User,1,395.55,395.55,0.0,0,1,197.78,80.0,Sezzle,Footwear
BNPL5629,Regular User,9,761.36,761.36,0.0,0,3,126.9,73.0,Afterpay,Home and Furniture
BNPL5630,Occasional User,3,313.6,313.6,0.0,0,1,52.26,100.0,Klarna,Home and Furniture
BNPL5631,Regular User,7,1177.57,1209.57,32.0,4,4,336.48,56.0,Afterpay,Home and Furniture
BNPL5632,Regular User,3,534.63,534.63,0.0,0,2,178.2,78.0,Klarna,Sporting Goods
BNPL5633,High Exposure User,16,2907.56,2963.56,56.0,7,6,545.16,45.0,PayBright,Sporting Goods
BNPL5634,Regular User,7,1197.51,1197.51,0.0,0,2,171.08,70.0,Afterpay,Home and Furniture
BNPL5635,Occasional User,1,458.2,458.2,0.0,0,1,229.1,79.0,Afterpay,Sporting Goods
BNPL5636,High Exposure User,17,3427.89,3467.89,40.0,5,5,504.1,26.0,Klarna,Beauty and Skincare
BNPL5637,High Exposure User,11,661.47,725.47,64.0,8,5,150.3,38.0,Sezzle,Electronics and Tech
BNPL5638,Occasional User,1,50.1,50.1,0.0,0,1,25.06,79.0,Sezzle,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5639,Regular User,9,1345.47,1361.47,16.0,2,3,224.22,65.0,Sezzle,Home and Furniture
BNPL5640,Occasional User,2,169.65,169.65,0.0,0,1,42.42,97.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5641,Occasional User,3,838.69,854.69,16.0,2,1,139.78,100.0,PayBright,Footwear
BNPL5642,Regular User,11,1640.52,1640.52,0.0,0,3,223.68,72.0,Afterpay,Beauty and Skincare
BNPL5643,Occasional User,1,254.77,262.77,8.0,1,1,127.38,84.0,Sezzle,Electronics and Tech
BNPL5644,Occasional User,3,674.2,674.2,0.0,0,1,112.36,100.0,Afterpay,Sporting Goods
BNPL5645,Occasional User,3,191.84,191.84,0.0,0,1,31.98,94.0,Klarna,Beauty and Skincare
BNPL5646,Occasional User,2,89.31,89.31,0.0,0,1,22.32,100.0,Afterpay,Beauty and Skincare
BNPL5647,Occasional User,1,34.18,34.18,0.0,0,1,17.08,89.0,Afterpay,Home and Furniture
BNPL5648,Occasional User,2,228.34,228.34,0.0,0,1,57.08,100.0,Klarna,Beauty and Skincare
BNPL5649,Occasional User,4,643.78,643.78,0.0,0,1,80.48,90.0,Sezzle,Beauty and Skincare
BNPL5650,Regular User,4,516.2,516.2,0.0,0,2,129.04,66.0,PayBright,Footwear
BNPL5651,Regular User,8,1315.23,1315.23,0.0,0,2,164.4,64.0,Klarna,Sporting Goods
BNPL5652,Occasional User,1,54.49,54.49,0.0,0,1,27.24,100.0,Paidy,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5653,Occasional User,1,110.16,110.16,0.0,0,1,55.08,88.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5654,Regular User,6,901.29,901.29,0.0,0,3,225.3,54.0,Afterpay,Electronics and Tech
BNPL5655,Occasional User,2,219.4,235.4,16.0,2,1,54.86,99.0,Sezzle,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5656,Occasional User,1,51.65,51.65,0.0,0,1,25.82,82.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5657,Regular User,6,1403.0,1403.0,0.0,0,3,350.76,55.0,PayBright,Electronics and Tech
BNPL5658,Occasional User,1,108.81,108.81,0.0,0,1,54.4,96.0,Klarna,Home and Furniture
BNPL5659,Regular User,6,850.59,858.59,8.0,1,3,212.64,72.0,Klarna,Sporting Goods
BNPL5660,High Exposure User,12,2462.26,2494.26,32.0,4,5,513.0,42.0,Klarna,Electronics and Tech
BNPL5661,High Exposure User,15,2201.01,2201.01,0.0,0,5,366.8,18.0,PayBright,Electronics and Tech
BNPL5662,High Exposure User,14,2141.1,2165.1,24.0,3,6,458.76,23.0,Paidy,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5663,Regular User,7,1225.39,1225.39,0.0,0,3,262.56,50.0,Afterpay,Footwear
BNPL5664,Occasional User,2,133.99,133.99,0.0,0,1,33.5,97.0,PayBright,Home and Furniture
BNPL5665,Regular User,8,732.17,732.17,0.0,0,2,91.52,68.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5666,Regular User,6,1561.63,1577.63,16.0,2,2,260.28,70.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5667,Regular User,6,1101.85,1109.85,8.0,1,2,183.64,51.0,Sezzle,Home and Furniture
BNPL5668,Regular User,7,1295.93,1311.93,16.0,2,2,185.12,53.0,Paidy,Footwear
BNPL5669,High Exposure User,19,2218.68,2218.68,0.0,0,6,350.28,30.0,Afterpay,Beauty and Skincare
BNPL5670,Regular User,3,290.94,290.94,0.0,0,3,145.5,57.0,Klarna,Home and Furniture
BNPL5671,Regular User,3,190.97,206.97,16.0,2,3,95.46,47.0,Klarna,Beauty and Skincare
BNPL5672,Occasional User,2,129.74,129.74,0.0,0,1,32.44,96.0,Afterpay,Footwear
BNPL5673,Occasional User,2,199.51,199.51,0.0,0,1,49.88,86.0,Afterpay,Sporting Goods
BNPL5674,Occasional User,1,152.67,152.67,0.0,0,1,76.34,80.0,Afterpay,Footwear
BNPL5675,Occasional User,1,266.48,266.48,0.0,0,1,133.24,76.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5676,Occasional User,1,89.93,89.93,0.0,0,1,44.96,86.0,Klarna,Home and Furniture
BNPL5677,Occasional User,1,242.32,242.32,0.0,0,1,121.16,96.0,Klarna,Footwear
BNPL5678,Occasional User,3,259.77,259.77,0.0,0,1,43.3,84.0,Sezzle,Electronics and Tech
BNPL5679,Occasional User,1,318.43,318.43,0.0,0,1,159.22,76.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5680,Occasional User,2,175.79,175.79,0.0,0,1,43.94,100.0,Sezzle,Electronics and Tech
BNPL5681,High Exposure User,11,1541.94,1565.94,24.0,3,5,350.4,32.0,Afterpay,Sporting Goods
BNPL5682,Occasional User,1,121.11,129.11,8.0,1,1,60.56,100.0,Sezzle,Electronics and Tech
BNPL5683,Occasional User,2,149.71,149.71,0.0,0,1,37.42,76.0,PayBright,Electronics and Tech
BNPL5684,High Exposure User,11,1679.88,1695.88,16.0,2,5,381.8,25.0,Afterpay,Beauty and Skincare
BNPL5685,Regular User,6,669.85,709.85,40.0,5,2,111.64,38.0,Klarna,Beauty and Skincare
BNPL5686,Occasional User,3,227.36,227.36,0.0,0,1,37.9,77.0,PayBright,Footwear
BNPL5687,Regular User,6,817.23,817.23,0.0,0,3,204.3,63.0,Klarna,Home and Furniture
BNPL5688,High Exposure User,14,1519.03,1567.03,48.0,6,5,271.3,43.0,PayBright,Electronics and Tech
BNPL5689,Occasional User,3,314.22,314.22,0.0,0,1,52.38,91.0,PayBright,Electronics and Tech
BNPL5690,Occasional User,3,459.97,459.97,0.0,0,1,76.66,100.0,Afterpay,Footwear
BNPL5691,Occasional User,1,183.77,183.77,0.0,0,1,91.88,93.0,Afterpay,Home and Furniture
BNPL5692,Occasional User,1,82.08,82.08,0.0,0,1,41.04,80.0,Klarna,Home and Furniture
BNPL5693,Occasional User,3,566.22,566.22,0.0,0,1,94.38,85.0,Sezzle,Beauty and Skincare
BNPL5694,Regular User,8,791.93,799.93,8.0,1,3,148.5,73.0,Sezzle,Beauty and Skincare
BNPL5695,Occasional User,2,213.1,213.1,0.0,0,1,53.28,96.0,Klarna,Electronics and Tech
BNPL5696,Occasional User,3,526.87,526.87,0.0,0,1,87.82,100.0,Klarna,Footwear
BNPL5697,Regular User,6,758.59,758.59,0.0,0,2,126.44,61.0,Klarna,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5698,Regular User,6,825.97,825.97,0.0,0,3,206.52,67.0,Afterpay,Footwear
BNPL5699,Regular User,7,784.7,816.7,32.0,4,3,168.18,79.0,Afterpay,Beauty and Skincare
BNPL5700,Regular User,5,311.43,327.43,16.0,2,3,93.42,65.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5701,Occasional User,1,39.52,39.52,0.0,0,1,19.76,94.0,Sezzle,Home and Furniture
BNPL5702,Occasional User,1,124.16,124.16,0.0,0,1,62.08,95.0,Afterpay,Footwear
BNPL5703,High Exposure User,19,3318.88,3358.88,40.0,5,6,524.04,25.0,Afterpay,Sporting Goods
BNPL5704,Occasional User,2,99.48,115.48,16.0,2,1,24.86,87.0,Afterpay,Home and Furniture
BNPL5705,Occasional User,1,183.94,183.94,0.0,0,1,91.96,96.0,Klarna,Beauty and Skincare
BNPL5706,High Exposure User,13,1798.99,1854.99,56.0,7,6,415.2,24.0,Afterpay,Sporting Goods
BNPL5707,High Exposure User,21,3333.06,3389.06,56.0,7,6,476.16,42.0,Klarna,Home and Furniture
BNPL5708,Regular User,11,2625.48,2633.48,8.0,1,3,358.02,44.0,Afterpay,Footwear
BNPL5709,High Exposure User,12,1526.1,1574.1,48.0,6,5,317.9,52.0,Sezzle,Electronics and Tech
BNPL5710,High Exposure User,16,1987.6,2067.6,80.0,10,6,372.72,25.0,PayBright,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5711,Regular User,5,1536.48,1536.48,0.0,0,3,460.92,61.0,Paidy,Beauty and Skincare
BNPL5712,High Exposure User,16,2205.44,2253.44,48.0,6,5,344.6,21.0,Afterpay,Sporting Goods
BNPL5713,Regular User,6,686.05,726.05,40.0,5,1,57.18,55.0,Afterpay,Home and Furniture
BNPL5714,Regular User,8,1365.41,1373.41,8.0,1,2,170.68,70.0,Sezzle,Electronics and Tech
BNPL5715,Occasional User,2,99.87,99.87,0.0,0,1,24.96,100.0,Klarna,Footwear
BNPL5716,High Exposure User,8,849.44,865.44,16.0,2,5,265.4,34.0,Afterpay,Electronics and Tech
BNPL5717,Regular User,7,559.64,567.64,8.0,1,3,119.94,73.0,Klarna,Beauty and Skincare
BNPL5718,Regular User,10,1732.65,1740.65,8.0,1,3,259.92,62.0,Sezzle,Electronics and Tech
BNPL5719,Occasional User,1,314.39,314.39,0.0,0,1,157.2,67.0,Afterpay,Sporting Goods
BNPL5720,High Exposure User,13,1669.48,1725.48,56.0,7,6,385.32,25.0,Afterpay,Electronics and Tech
BNPL5721,Regular User,8,660.13,660.13,0.0,0,2,82.52,50.0,Afterpay,Beauty and Skincare
BNPL5722,Occasional User,1,53.56,53.56,0.0,0,1,26.78,100.0,Klarna,Beauty and Skincare
BNPL5723,Occasional User,3,505.24,505.24,0.0,0,1,84.2,99.0,Paidy,Beauty and Skincare
BNPL5724,Occasional User,1,64.2,64.2,0.0,0,1,32.1,100.0,Afterpay,Footwear
BNPL5725,Regular User,9,1177.9,1193.9,16.0,2,3,196.32,50.0,Afterpay,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5726,Occasional User,2,214.07,214.07,0.0,0,1,53.52,83.0,Klarna,Home and Furniture
BNPL5727,Regular User,10,1656.49,1680.49,24.0,3,2,165.64,80.0,Paidy,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5728,Regular User,7,1011.88,1019.88,8.0,1,3,216.84,80.0,PayBright,Sporting Goods
BNPL5729,Regular User,7,884.95,900.95,16.0,2,3,189.66,77.0,Afterpay,Footwear
BNPL5730,Occasional User,1,74.59,74.59,0.0,0,1,37.3,94.0,Klarna,Home and Furniture
BNPL5731,Occasional User,3,494.89,494.89,0.0,0,1,82.48,97.0,Afterpay,Home and Furniture
BNPL5732,Regular User,11,1524.7,1540.7,16.0,2,2,138.6,52.0,Afterpay,Footwear
BNPL5733,Regular User,6,716.52,732.52,16.0,2,3,179.16,59.0,Afterpay,Sporting Goods
BNPL5734,Regular User,6,842.31,842.31,0.0,0,2,140.4,47.0,Afterpay,Sporting Goods
BNPL5735,Regular User,3,274.7,290.7,16.0,2,2,91.56,43.0,Sezzle,Footwear
BNPL5736,Occasional User,1,65.18,65.18,0.0,0,1,32.6,82.0,Paidy,"Fast Fashion (Shein, Temu, ASOS)"
BNPL5737,Regular User,5,452.49,452.49,0.0,0,3,135.72,52.0,Afterpay,Home and Furniture
BNPL5738,Regular User,5,602.61,602.61,0.0,0,3,180.78,67.0,Paidy,Beauty and Skincare
BNPL5739,Occasional User,2,145.11,145.11,0.0,0,1,36.28,78.0,Sezzle,Beauty and Skincare
BNPL5740,Regular User,5,479.45,479.45,0.0,0,3,143.82,70.0,Klarna,Sporting Goods
BNPL5741,High Exposure User,7,1050.87,1058.87,8.0,1,5,375.3,31.0,Paidy,Electronics and Tech
BNPL5742,Regular User,7,1011.3,1011.3,0.0,0,2,144.48,73.0,Klarna,Footwear
BNPL5743,Occasional User,2,144.05,144.05,0.0,0,1,36.02,72.0,Klarna,Footwear
BNPL5744,Occasional User,2,264.56,264.56,0.0,0,1,66.14,79.0,Klarna,Home and Furniture
