Transaction ID,Consumer ID,Segment,Transaction Date,Month,Platform,Category,Purchase Amount CAD,Number of Installments,Installment Amount CAD,Completion Date,Missed Payment,Missed Payment Count,Late Fee CAD,Total Cost CAD
TXN11696,BNPL5427,High Exposure User,2024-09-07,2024-09,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",68.85,4,17.21,2024-11-02,No,0,0,68.85
TXN11697,BNPL5427,High Exposure User,2024-10-27,2024-10,Sezzle,Beauty and Skincare,63.85,4,15.96,2024-12-22,Yes,1,8.0,71.85
TXN11698,BNPL5428,Occasional User,2024-09-20,2024-09,Paidy,Electronics and Tech,264.3,4,66.08,2024-11-15,No,0,0,264.3
TXN11699,BNPL5428,Occasional User,2024-12-09,2024-12,Afterpay,Beauty and Skincare,79.99,6,13.33,2025-03-03,No,0,0,79.99
TXN11700,BNPL5428,Occasional User,2024-04-02,2024-04,Sezzle,Beauty and Skincare,88.87,4,22.22,2024-05-28,No,0,0,88.87
TXN11701,BNPL5429,Occasional User,2024-05-13,2024-05,Afterpay,Sporting Goods,105.92,6,17.65,2024-08-05,No,0,0,105.92
TXN11702,BNPL5430,Regular User,2024-03-01,2024-03,Paidy,Beauty and Skincare,91.13,4,22.78,2024-04-26,No,0,0,91.13
TXN11703,BNPL5430,Regular User,2024-03-23,2024-03,PayBright,Beauty and Skincare,88.3,4,22.07,2024-05-18,No,0,0,88.3
TXN11704,BNPL5430,Regular User,2024-09-29,2024-09,Klarna,"Fast Fashion (Shein, Temu, ASOS)",45.13,6,7.52,2024-12-22,Yes,1,8.0,53.13
TXN11705,BNPL5430,Regular User,2024-02-18,2024-02,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",64.49,3,21.5,2024-03-31,No,0,0,64.49
TXN11706,BNPL5430,Regular User,2024-09-13,2024-09,Klarna,Electronics and Tech,215.28,4,53.82,2024-11-08,No,0,0,215.28
TXN11707,BNPL5430,Regular User,2024-04-12,2024-04,Afterpay,Beauty and Skincare,55.24,3,18.41,2024-05-24,Yes,2,16.0,71.24
TXN11708,BNPL5430,Regular User,2024-04-21,2024-04,PayBright,"Fast Fashion (Shein, Temu, ASOS)",80.23,3,26.74,2024-06-02,No,0,0,80.23
TXN11709,BNPL5430,Regular User,2024-07-20,2024-07,Klarna,Sporting Goods,167.02,4,41.76,2024-09-14,No,0,0,167.02
TXN11710,BNPL5430,Regular User,2024-09-15,2024-09,Afterpay,Sporting Goods,158.0,4,39.5,2024-11-10,No,0,0,158.0
TXN11711,BNPL5431,Regular User,2024-06-26,2024-06,Klarna,Footwear,130.53,4,32.63,2024-08-21,No,0,0,130.53
TXN11712,BNPL5431,Regular User,2024-04-09,2024-04,Klarna,Beauty and Skincare,78.73,4,19.68,2024-06-04,No,0,0,78.73
TXN11713,BNPL5431,Regular User,2024-12-07,2024-12,Klarna,"Fast Fashion (Shein, Temu, ASOS)",50.59,4,12.65,2025-02-01,No,0,0,50.59
TXN11714,BNPL5431,Regular User,2024-09-28,2024-09,Afterpay,Electronics and Tech,343.95,4,85.99,2024-11-23,No,0,0,343.95
TXN11715,BNPL5431,Regular User,2024-06-16,2024-06,Klarna,"Fast Fashion (Shein, Temu, ASOS)",45.33,3,15.11,2024-07-28,No,0,0,45.33
TXN11716,BNPL5432,High Exposure User,2024-12-09,2024-12,Sezzle,Electronics and Tech,143.69,3,47.9,2025-01-20,No,0,0,143.69
TXN11717,BNPL5432,High Exposure User,2024-09-01,2024-09,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",54.96,4,13.74,2024-10-27,Yes,1,8.0,62.96
TXN11718,BNPL5432,High Exposure User,2024-10-06,2024-10,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",49.88,3,16.63,2024-11-17,No,0,0,49.88
TXN11719,BNPL5432,High Exposure User,2024-03-29,2024-03,Klarna,"Fast Fashion (Shein, Temu, ASOS)",46.44,4,11.61,2024-05-24,No,0,0,46.44
TXN11720,BNPL5432,High Exposure User,2024-11-08,2024-11,PayBright,Electronics and Tech,140.79,6,23.46,2025-01-31,Yes,1,8.0,148.79
TXN11721,BNPL5432,High Exposure User,2024-02-15,2024-02,Afterpay,Footwear,176.62,4,44.16,2024-04-11,No,0,0,176.62
TXN11722,BNPL5432,High Exposure User,2024-04-21,2024-04,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",62.85,4,15.71,2024-06-16,No,0,0,62.85
TXN11723,BNPL5432,High Exposure User,2024-12-17,2024-12,Klarna,"Fast Fashion (Shein, Temu, ASOS)",36.99,4,9.25,2025-02-11,No,0,0,36.99
TXN11724,BNPL5432,High Exposure User,2024-10-30,2024-10,Afterpay,Beauty and Skincare,89.26,4,22.32,2024-12-25,No,0,0,89.26
TXN11725,BNPL5432,High Exposure User,2024-08-20,2024-08,Afterpay,Electronics and Tech,282.68,4,70.67,2024-10-15,Yes,2,16.0,298.68
TXN11726,BNPL5433,Occasional User,2024-06-21,2024-06,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",68.29,4,17.07,2024-08-16,No,0,0,68.29
TXN11727,BNPL5433,Occasional User,2024-10-22,2024-10,PayBright,Home and Furniture,320.76,3,106.92,2024-12-03,No,0,0,320.76
TXN11728,BNPL5434,Regular User,2024-06-10,2024-06,Sezzle,Footwear,110.4,3,36.8,2024-07-22,No,0,0,110.4
TXN11729,BNPL5434,Regular User,2024-08-07,2024-08,Afterpay,Electronics and Tech,329.36,6,54.89,2024-10-30,No,0,0,329.36
TXN11730,BNPL5434,Regular User,2024-01-02,2024-01,Klarna,"Fast Fashion (Shein, Temu, ASOS)",60.24,4,15.06,2024-02-27,No,0,0,60.24
TXN11731,BNPL5434,Regular User,2024-11-04,2024-11,Paidy,Sporting Goods,130.76,6,21.79,2025-01-27,No,0,0,130.76
TXN11732,BNPL5434,Regular User,2024-05-13,2024-05,Afterpay,Home and Furniture,344.15,3,114.72,2024-06-24,Yes,2,16.0,360.15
TXN11733,BNPL5435,High Exposure User,2024-05-24,2024-05,Afterpay,Beauty and Skincare,74.8,6,12.47,2024-08-16,No,0,0,74.8
TXN11734,BNPL5435,High Exposure User,2024-08-24,2024-08,Klarna,Beauty and Skincare,104.31,4,26.08,2024-10-19,No,0,0,104.31
TXN11735,BNPL5435,High Exposure User,2024-05-23,2024-05,Klarna,Beauty and Skincare,118.35,4,29.59,2024-07-18,No,0,0,118.35
TXN11736,BNPL5435,High Exposure User,2024-06-13,2024-06,Afterpay,Footwear,145.0,6,24.17,2024-09-05,No,0,0,145.0
TXN11737,BNPL5435,High Exposure User,2024-03-24,2024-03,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",25.08,4,6.27,2024-05-19,No,0,0,25.08
TXN11738,BNPL5435,High Exposure User,2024-06-03,2024-06,PayBright,"Fast Fashion (Shein, Temu, ASOS)",48.38,4,12.1,2024-07-29,No,0,0,48.38
TXN11739,BNPL5435,High Exposure User,2024-10-24,2024-10,Klarna,Footwear,155.32,4,38.83,2024-12-19,No,0,0,155.32
TXN11740,BNPL5435,High Exposure User,2024-07-21,2024-07,PayBright,Electronics and Tech,293.09,4,73.27,2024-09-15,No,0,0,293.09
TXN11741,BNPL5435,High Exposure User,2024-06-02,2024-06,Sezzle,Electronics and Tech,337.0,4,84.25,2024-07-28,No,0,0,337.0
TXN11742,BNPL5435,High Exposure User,2024-01-27,2024-01,Klarna,"Fast Fashion (Shein, Temu, ASOS)",37.52,4,9.38,2024-03-23,No,0,0,37.52
TXN11743,BNPL5435,High Exposure User,2024-10-28,2024-10,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",55.13,3,18.38,2024-12-09,No,0,0,55.13
TXN11744,BNPL5435,High Exposure User,2024-05-01,2024-05,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",78.91,6,13.15,2024-07-24,No,0,0,78.91
TXN11745,BNPL5435,High Exposure User,2024-06-15,2024-06,Sezzle,Footwear,134.71,6,22.45,2024-09-07,No,0,0,134.71
TXN11746,BNPL5435,High Exposure User,2024-01-08,2024-01,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",52.03,6,8.67,2024-04-01,No,0,0,52.03
TXN11747,BNPL5435,High Exposure User,2024-09-11,2024-09,Afterpay,Electronics and Tech,380.42,3,126.81,2024-10-23,Yes,1,8.0,388.42
TXN11748,BNPL5436,Regular User,2024-07-06,2024-07,Afterpay,Footwear,110.94,3,36.98,2024-08-17,No,0,0,110.94
TXN11749,BNPL5436,Regular User,2024-04-17,2024-04,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",67.78,4,16.95,2024-06-12,No,0,0,67.78
TXN11750,BNPL5436,Regular User,2024-04-17,2024-04,Klarna,"Fast Fashion (Shein, Temu, ASOS)",58.73,4,14.68,2024-06-12,No,0,0,58.73
TXN11751,BNPL5436,Regular User,2024-04-21,2024-04,Sezzle,Beauty and Skincare,65.24,4,16.31,2024-06-16,Yes,1,8.0,73.24
TXN11752,BNPL5436,Regular User,2024-09-04,2024-09,Afterpay,Footwear,108.76,4,27.19,2024-10-30,No,0,0,108.76
TXN11753,BNPL5436,Regular User,2024-03-14,2024-03,Paidy,Footwear,127.19,4,31.8,2024-05-09,No,0,0,127.19
TXN11754,BNPL5436,Regular User,2024-09-13,2024-09,PayBright,Footwear,95.48,6,15.91,2024-12-06,No,0,0,95.48
TXN11755,BNPL5437,Regular User,2024-12-21,2024-12,Afterpay,Home and Furniture,413.69,4,103.42,2025-02-15,Yes,2,16.0,429.69
TXN11756,BNPL5437,Regular User,2024-08-09,2024-08,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",42.11,6,7.02,2024-11-01,No,0,0,42.11
TXN11757,BNPL5437,Regular User,2024-10-17,2024-10,Klarna,Beauty and Skincare,40.32,6,6.72,2025-01-09,No,0,0,40.32
TXN11758,BNPL5438,High Exposure User,2024-02-13,2024-02,Klarna,Footwear,97.05,3,32.35,2024-03-26,Yes,2,16.0,113.05
TXN11759,BNPL5438,High Exposure User,2024-12-30,2024-12,Klarna,Footwear,164.22,4,41.05,2025-02-24,No,0,0,164.22
TXN11760,BNPL5438,High Exposure User,2024-12-17,2024-12,Paidy,"Fast Fashion (Shein, Temu, ASOS)",53.11,4,13.28,2025-02-11,Yes,1,8.0,61.11
TXN11761,BNPL5438,High Exposure User,2024-03-06,2024-03,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",61.31,6,10.22,2024-05-29,No,0,0,61.31
TXN11762,BNPL5438,High Exposure User,2024-04-05,2024-04,PayBright,Sporting Goods,223.38,4,55.84,2024-05-31,No,0,0,223.38
TXN11763,BNPL5438,High Exposure User,2024-05-06,2024-05,Klarna,Footwear,99.09,4,24.77,2024-07-01,No,0,0,99.09
TXN11764,BNPL5438,High Exposure User,2024-07-21,2024-07,PayBright,Beauty and Skincare,73.72,3,24.57,2024-09-01,Yes,2,16.0,89.72
TXN11765,BNPL5438,High Exposure User,2024-03-23,2024-03,Sezzle,Beauty and Skincare,82.62,4,20.66,2024-05-18,No,0,0,82.62
TXN11766,BNPL5438,High Exposure User,2024-12-29,2024-12,Sezzle,Footwear,113.0,4,28.25,2025-02-23,Yes,1,8.0,121.0
TXN11767,BNPL5438,High Exposure User,2024-11-14,2024-11,Klarna,"Fast Fashion (Shein, Temu, ASOS)",67.45,3,22.48,2024-12-26,No,0,0,67.45
TXN11768,BNPL5438,High Exposure User,2024-09-26,2024-09,Sezzle,Sporting Goods,161.86,6,26.98,2024-12-19,No,0,0,161.86
TXN11769,BNPL5438,High Exposure User,2024-05-09,2024-05,Klarna,"Fast Fashion (Shein, Temu, ASOS)",73.09,3,24.36,2024-06-20,Yes,2,16.0,89.09
TXN11770,BNPL5438,High Exposure User,2024-01-22,2024-01,PayBright,Electronics and Tech,252.12,3,84.04,2024-03-04,No,0,0,252.12
TXN11771,BNPL5438,High Exposure User,2024-11-27,2024-11,PayBright,Beauty and Skincare,94.25,4,23.56,2025-01-22,Yes,2,16.0,110.25
TXN11772,BNPL5438,High Exposure User,2024-11-01,2024-11,Klarna,Beauty and Skincare,88.13,4,22.03,2024-12-27,Yes,1,8.0,96.13
TXN11773,BNPL5438,High Exposure User,2024-06-02,2024-06,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",70.49,6,11.75,2024-08-25,No,0,0,70.49
TXN11774,BNPL5438,High Exposure User,2024-08-14,2024-08,Paidy,"Fast Fashion (Shein, Temu, ASOS)",87.38,6,14.56,2024-11-06,Yes,2,16.0,103.38
TXN11775,BNPL5438,High Exposure User,2024-11-27,2024-11,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",47.63,3,15.88,2025-01-08,No,0,0,47.63
TXN11776,BNPL5438,High Exposure User,2024-12-02,2024-12,Klarna,"Fast Fashion (Shein, Temu, ASOS)",59.0,3,19.67,2025-01-13,No,0,0,59.0
TXN11777,BNPL5439,Regular User,2024-07-05,2024-07,Afterpay,Footwear,158.08,4,39.52,2024-08-30,No,0,0,158.08
TXN11778,BNPL5439,Regular User,2024-09-11,2024-09,Klarna,Electronics and Tech,273.15,4,68.29,2024-11-06,Yes,1,8.0,281.15
TXN11779,BNPL5439,Regular User,2024-02-17,2024-02,Klarna,Footwear,154.33,4,38.58,2024-04-13,No,0,0,154.33
TXN11780,BNPL5439,Regular User,2024-07-15,2024-07,PayBright,"Fast Fashion (Shein, Temu, ASOS)",73.21,4,18.3,2024-09-09,No,0,0,73.21
TXN11781,BNPL5439,Regular User,2024-04-03,2024-04,PayBright,Footwear,83.57,3,27.86,2024-05-15,No,0,0,83.57
TXN11782,BNPL5440,Occasional User,2024-01-28,2024-01,Klarna,"Fast Fashion (Shein, Temu, ASOS)",71.07,4,17.77,2024-03-24,No,0,0,71.07
TXN11783,BNPL5440,Occasional User,2024-05-16,2024-05,Sezzle,Footwear,122.55,4,30.64,2024-07-11,No,0,0,122.55
TXN11784,BNPL5441,Regular User,2024-05-26,2024-05,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",57.05,3,19.02,2024-07-07,No,0,0,57.05
TXN11785,BNPL5441,Regular User,2024-11-01,2024-11,Klarna,Beauty and Skincare,82.3,6,13.72,2025-01-24,No,0,0,82.3
TXN11786,BNPL5441,Regular User,2024-08-12,2024-08,Klarna,Beauty and Skincare,101.33,4,25.33,2024-10-07,No,0,0,101.33
TXN11787,BNPL5441,Regular User,2024-09-29,2024-09,Klarna,Home and Furniture,350.87,3,116.96,2024-11-10,Yes,1,8.0,358.87
TXN11788,BNPL5442,High Exposure User,2024-01-23,2024-01,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",42.77,6,7.13,2024-04-16,No,0,0,42.77
TXN11789,BNPL5442,High Exposure User,2024-01-21,2024-01,PayBright,"Fast Fashion (Shein, Temu, ASOS)",52.44,4,13.11,2024-03-17,No,0,0,52.44
TXN11790,BNPL5442,High Exposure User,2024-05-26,2024-05,Klarna,Sporting Goods,102.82,3,34.27,2024-07-07,Yes,2,16.0,118.82
TXN11791,BNPL5442,High Exposure User,2024-10-15,2024-10,Sezzle,Footwear,144.97,4,36.24,2024-12-10,Yes,1,8.0,152.97
TXN11792,BNPL5442,High Exposure User,2024-11-24,2024-11,Paidy,"Fast Fashion (Shein, Temu, ASOS)",48.69,3,16.23,2025-01-05,No,0,0,48.69
TXN11793,BNPL5442,High Exposure User,2024-11-01,2024-11,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",47.93,3,15.98,2024-12-13,Yes,2,16.0,63.93
TXN11794,BNPL5442,High Exposure User,2024-12-18,2024-12,Sezzle,Electronics and Tech,343.65,3,114.55,2025-01-29,No,0,0,343.65
TXN11795,BNPL5442,High Exposure User,2024-01-11,2024-01,Afterpay,Electronics and Tech,243.7,3,81.23,2024-02-22,Yes,1,8.0,251.7
TXN11796,BNPL5442,High Exposure User,2024-06-18,2024-06,Afterpay,Electronics and Tech,412.87,4,103.22,2024-08-13,No,0,0,412.87
TXN11797,BNPL5442,High Exposure User,2024-11-18,2024-11,Klarna,Footwear,146.9,6,24.48,2025-02-10,No,0,0,146.9
TXN11798,BNPL5442,High Exposure User,2024-12-12,2024-12,Sezzle,Footwear,96.46,4,24.11,2025-02-06,Yes,1,8.0,104.46
TXN11799,BNPL5442,High Exposure User,2024-01-27,2024-01,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",63.89,6,10.65,2024-04-20,No,0,0,63.89
TXN11800,BNPL5443,Occasional User,2024-05-13,2024-05,PayBright,"Fast Fashion (Shein, Temu, ASOS)",63.15,4,15.79,2024-07-08,No,0,0,63.15
TXN11801,BNPL5444,High Exposure User,2024-01-14,2024-01,PayBright,"Fast Fashion (Shein, Temu, ASOS)",60.24,4,15.06,2024-03-10,Yes,1,8.0,68.24
TXN11802,BNPL5444,High Exposure User,2024-04-25,2024-04,Sezzle,Electronics and Tech,129.49,4,32.37,2024-06-20,No,0,0,129.49
TXN11803,BNPL5444,High Exposure User,2024-02-28,2024-02,PayBright,"Fast Fashion (Shein, Temu, ASOS)",51.0,4,12.75,2024-04-24,Yes,2,16.0,67.0
TXN11804,BNPL5444,High Exposure User,2024-01-06,2024-01,Afterpay,Electronics and Tech,287.55,4,71.89,2024-03-02,No,0,0,287.55
TXN11805,BNPL5444,High Exposure User,2024-09-21,2024-09,Klarna,Home and Furniture,428.95,4,107.24,2024-11-16,No,0,0,428.95
TXN11806,BNPL5444,High Exposure User,2024-04-04,2024-04,Sezzle,Electronics and Tech,226.49,3,75.5,2024-05-16,No,0,0,226.49
TXN11807,BNPL5444,High Exposure User,2024-11-17,2024-11,PayBright,Footwear,158.74,6,26.46,2025-02-09,Yes,1,8.0,166.74
TXN11808,BNPL5444,High Exposure User,2024-05-16,2024-05,Sezzle,Electronics and Tech,214.6,6,35.77,2024-08-08,No,0,0,214.6
TXN11809,BNPL5444,High Exposure User,2024-07-22,2024-07,Klarna,"Fast Fashion (Shein, Temu, ASOS)",40.01,3,13.34,2024-09-02,Yes,1,8.0,48.01
TXN11810,BNPL5444,High Exposure User,2024-03-12,2024-03,Klarna,Beauty and Skincare,116.15,4,29.04,2024-05-07,No,0,0,116.15
TXN11811,BNPL5444,High Exposure User,2024-03-14,2024-03,Klarna,Home and Furniture,342.54,4,85.64,2024-05-09,No,0,0,342.54
TXN11812,BNPL5444,High Exposure User,2024-03-29,2024-03,Sezzle,Footwear,111.43,6,18.57,2024-06-21,No,0,0,111.43
TXN11813,BNPL5444,High Exposure User,2024-03-31,2024-03,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",62.5,3,20.83,2024-05-12,No,0,0,62.5
TXN11814,BNPL5444,High Exposure User,2024-05-17,2024-05,PayBright,Beauty and Skincare,147.97,6,24.66,2024-08-09,No,0,0,147.97
TXN11815,BNPL5444,High Exposure User,2024-09-06,2024-09,Sezzle,Beauty and Skincare,59.33,4,14.83,2024-11-01,No,0,0,59.33
TXN11816,BNPL5444,High Exposure User,2024-12-23,2024-12,Afterpay,Electronics and Tech,149.84,4,37.46,2025-02-17,No,0,0,149.84
TXN11817,BNPL5444,High Exposure User,2024-06-25,2024-06,Paidy,"Fast Fashion (Shein, Temu, ASOS)",63.9,4,15.97,2024-08-20,No,0,0,63.9
TXN11818,BNPL5444,High Exposure User,2024-01-20,2024-01,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",51.39,4,12.85,2024-03-16,No,0,0,51.39
TXN11819,BNPL5444,High Exposure User,2024-05-01,2024-05,Klarna,Beauty and Skincare,114.22,4,28.55,2024-06-26,No,0,0,114.22
TXN11820,BNPL5445,Occasional User,2024-12-12,2024-12,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",64.18,4,16.05,2025-02-06,No,0,0,64.18
TXN11821,BNPL5446,Regular User,2024-07-12,2024-07,Klarna,Home and Furniture,464.01,4,116.0,2024-09-06,No,0,0,464.01
TXN11822,BNPL5446,Regular User,2024-01-10,2024-01,Klarna,Beauty and Skincare,56.27,6,9.38,2024-04-03,No,0,0,56.27
TXN11823,BNPL5446,Regular User,2024-01-14,2024-01,PayBright,Home and Furniture,123.32,4,30.83,2024-03-10,No,0,0,123.32
TXN11824,BNPL5447,Occasional User,2024-06-23,2024-06,Klarna,Home and Furniture,473.2,4,118.3,2024-08-18,No,0,0,473.2
TXN11825,BNPL5447,Occasional User,2024-01-12,2024-01,Paidy,Sporting Goods,263.37,4,65.84,2024-03-08,No,0,0,263.37
TXN11826,BNPL5448,High Exposure User,2024-09-29,2024-09,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",51.27,3,17.09,2024-11-10,No,0,0,51.27
TXN11827,BNPL5448,High Exposure User,2024-08-03,2024-08,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",62.94,6,10.49,2024-10-26,Yes,2,16.0,78.94
TXN11828,BNPL5448,High Exposure User,2024-11-18,2024-11,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",28.05,4,7.01,2025-01-13,No,0,0,28.05
TXN11829,BNPL5448,High Exposure User,2024-07-08,2024-07,Afterpay,Sporting Goods,217.62,3,72.54,2024-08-19,No,0,0,217.62
TXN11830,BNPL5448,High Exposure User,2024-08-28,2024-08,Afterpay,Electronics and Tech,255.89,4,63.97,2024-10-23,No,0,0,255.89
TXN11831,BNPL5448,High Exposure User,2024-12-30,2024-12,Afterpay,Footwear,112.87,4,28.22,2025-02-24,No,0,0,112.87
TXN11832,BNPL5448,High Exposure User,2024-10-11,2024-10,PayBright,Sporting Goods,172.49,4,43.12,2024-12-06,No,0,0,172.49
TXN11833,BNPL5448,High Exposure User,2024-11-17,2024-11,Afterpay,Sporting Goods,157.04,4,39.26,2025-01-12,No,0,0,157.04
TXN11834,BNPL5448,High Exposure User,2024-03-23,2024-03,Sezzle,Home and Furniture,242.48,4,60.62,2024-05-18,No,0,0,242.48
TXN11835,BNPL5448,High Exposure User,2024-02-04,2024-02,Afterpay,Footwear,202.38,4,50.59,2024-03-31,No,0,0,202.38
TXN11836,BNPL5448,High Exposure User,2024-08-04,2024-08,Klarna,"Fast Fashion (Shein, Temu, ASOS)",59.85,4,14.96,2024-09-29,No,0,0,59.85
TXN11837,BNPL5448,High Exposure User,2024-01-10,2024-01,Klarna,Beauty and Skincare,57.56,6,9.59,2024-04-03,No,0,0,57.56
TXN11838,BNPL5448,High Exposure User,2024-11-29,2024-11,Sezzle,Sporting Goods,184.18,4,46.05,2025-01-24,No,0,0,184.18
TXN11839,BNPL5449,Regular User,2024-11-02,2024-11,Sezzle,Home and Furniture,262.33,4,65.58,2024-12-28,No,0,0,262.33
TXN11840,BNPL5449,Regular User,2024-10-24,2024-10,Klarna,"Fast Fashion (Shein, Temu, ASOS)",65.53,4,16.38,2024-12-19,No,0,0,65.53
TXN11841,BNPL5449,Regular User,2024-08-11,2024-08,Afterpay,Home and Furniture,296.4,4,74.1,2024-10-06,No,0,0,296.4
TXN11842,BNPL5449,Regular User,2024-03-14,2024-03,Klarna,Beauty and Skincare,67.94,6,11.32,2024-06-06,No,0,0,67.94
TXN11843,BNPL5450,Occasional User,2024-07-13,2024-07,Klarna,Electronics and Tech,234.32,6,39.05,2024-10-05,No,0,0,234.32
TXN11844,BNPL5450,Occasional User,2024-10-07,2024-10,Sezzle,Beauty and Skincare,54.13,3,18.04,2024-11-18,No,0,0,54.13
TXN11845,BNPL5450,Occasional User,2024-05-11,2024-05,Afterpay,Footwear,152.78,6,25.46,2024-08-03,No,0,0,152.78
TXN11846,BNPL5450,Occasional User,2024-12-06,2024-12,PayBright,"Fast Fashion (Shein, Temu, ASOS)",65.03,3,21.68,2025-01-17,No,0,0,65.03
TXN11847,BNPL5451,Occasional User,2024-04-04,2024-04,Afterpay,Sporting Goods,84.43,6,14.07,2024-06-27,No,0,0,84.43
TXN11848,BNPL5451,Occasional User,2024-08-08,2024-08,Sezzle,Electronics and Tech,208.0,3,69.33,2024-09-19,No,0,0,208.0
TXN11849,BNPL5452,Occasional User,2024-09-04,2024-09,Afterpay,Beauty and Skincare,75.1,3,25.03,2024-10-16,No,0,0,75.1
TXN11850,BNPL5453,Regular User,2024-03-10,2024-03,PayBright,"Fast Fashion (Shein, Temu, ASOS)",61.38,4,15.35,2024-05-05,No,0,0,61.38
TXN11851,BNPL5453,Regular User,2024-10-12,2024-10,Klarna,Home and Furniture,126.01,6,21.0,2025-01-04,No,0,0,126.01
TXN11852,BNPL5453,Regular User,2024-04-08,2024-04,PayBright,"Fast Fashion (Shein, Temu, ASOS)",60.37,4,15.09,2024-06-03,No,0,0,60.37
TXN11853,BNPL5453,Regular User,2024-09-01,2024-09,Paidy,Footwear,180.75,6,30.12,2024-11-24,No,0,0,180.75
TXN11854,BNPL5453,Regular User,2024-10-07,2024-10,PayBright,"Fast Fashion (Shein, Temu, ASOS)",68.86,4,17.21,2024-12-02,Yes,1,8.0,76.86
TXN11855,BNPL5453,Regular User,2024-11-30,2024-11,Klarna,Beauty and Skincare,49.56,4,12.39,2025-01-25,No,0,0,49.56
TXN11856,BNPL5454,Regular User,2024-02-12,2024-02,Klarna,Beauty and Skincare,87.68,4,21.92,2024-04-08,No,0,0,87.68
TXN11857,BNPL5454,Regular User,2024-11-14,2024-11,Klarna,"Fast Fashion (Shein, Temu, ASOS)",51.43,4,12.86,2025-01-09,No,0,0,51.43
TXN11858,BNPL5454,Regular User,2024-06-11,2024-06,Afterpay,Electronics and Tech,304.91,6,50.82,2024-09-03,Yes,1,8.0,312.91
TXN11859,BNPL5454,Regular User,2024-04-19,2024-04,Klarna,"Fast Fashion (Shein, Temu, ASOS)",49.2,3,16.4,2024-05-31,No,0,0,49.2
TXN11860,BNPL5454,Regular User,2024-06-24,2024-06,Klarna,Electronics and Tech,349.73,4,87.43,2024-08-19,No,0,0,349.73
TXN11861,BNPL5454,Regular User,2024-06-23,2024-06,Sezzle,Electronics and Tech,445.76,4,111.44,2024-08-18,No,0,0,445.76
TXN11862,BNPL5454,Regular User,2024-07-24,2024-07,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",52.32,4,13.08,2024-09-18,Yes,1,8.0,60.32
TXN11863,BNPL5454,Regular User,2024-06-15,2024-06,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",73.87,6,12.31,2024-09-07,No,0,0,73.87
TXN11864,BNPL5454,Regular User,2024-08-24,2024-08,Afterpay,Beauty and Skincare,106.06,4,26.52,2024-10-19,No,0,0,106.06
TXN11865,BNPL5454,Regular User,2024-11-07,2024-11,PayBright,Beauty and Skincare,78.72,4,19.68,2025-01-02,No,0,0,78.72
TXN11866,BNPL5455,Occasional User,2024-06-25,2024-06,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",73.38,4,18.34,2024-08-20,No,0,0,73.38
TXN11867,BNPL5455,Occasional User,2024-10-02,2024-10,Klarna,Home and Furniture,414.31,4,103.58,2024-11-27,No,0,0,414.31
TXN11868,BNPL5456,High Exposure User,2024-10-19,2024-10,Paidy,"Fast Fashion (Shein, Temu, ASOS)",53.26,4,13.31,2024-12-14,No,0,0,53.26
TXN11869,BNPL5456,High Exposure User,2024-04-06,2024-04,Klarna,Electronics and Tech,449.26,6,74.88,2024-06-29,No,0,0,449.26
TXN11870,BNPL5456,High Exposure User,2024-01-13,2024-01,Afterpay,Footwear,153.11,6,25.52,2024-04-06,Yes,2,16.0,169.11
TXN11871,BNPL5456,High Exposure User,2024-09-06,2024-09,Afterpay,Beauty and Skincare,84.17,6,14.03,2024-11-29,No,0,0,84.17
TXN11872,BNPL5456,High Exposure User,2024-10-24,2024-10,Paidy,"Fast Fashion (Shein, Temu, ASOS)",72.49,4,18.12,2024-12-19,No,0,0,72.49
TXN11873,BNPL5456,High Exposure User,2024-05-30,2024-05,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",56.94,6,9.49,2024-08-22,No,0,0,56.94
